"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2013","2013",51,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2014","2014",48,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2015","2015",46,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2016","2016",26.7,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2017","2017",39,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2018","2018",37,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2019","2019",34,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2020","2020",32.2,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2021","2021",41,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2010","2010",26.1,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2011","2011",28.1,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2012","2012",28.9,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2013","2013",28.3,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2014","2014",27.3,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2015","2015",28.1,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2016","2016",31.6,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2017","2017",32.8,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2018","2018",34.7,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2019","2019",34.9,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2010","2010",4.6,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2011","2011",5.5,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2012","2012",6.7,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2013","2013",8.2,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2014","2014",10.2,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2015","2015",12,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2016","2016",15.8,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2017","2017",15.9,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2018","2018",14.2,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","GBR","United Kingdom","2019","2019",16.8,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2012","2012",43,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2013","2013",44,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2014","2014",48,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2015","2015",49,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2016","2016",52,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2017","2017",61,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2018","2018",41,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2019","2019",52,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2020","2020",54.6,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2021","2021",46,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2012","2012",58,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2013","2013",99.5,"B","Break"
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2014","2014",87.1,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2015","2015",90.5,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2016","2016",90.8,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2017","2017",92,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2018","2018",93,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2019","2019",94,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2020","2020",92,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","CHL","Chile","2021","2021",94,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2010","2010",11.3,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2011","2011",19.1,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2012","2012",14.6,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2013","2013",18.3,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2014","2014",18.7,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2015","2015",19.8,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2016","2016",12,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2017","2017",24,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","DNK","Denmark","2018","2018",17.2,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2011","2011",97,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2012","2012",93,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2013","2013",91,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2014","2014",91,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2015","2015",97,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2016","2016",103,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2017","2017",108,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2018","2018",119,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2019","2019",119,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","GBR","United Kingdom","2020","2020",207,"D","Difference in methodology"
"WAITCOBW","Coronary bypass","WTPAMEQT","Waiting times of patients on the list: Mean (days)","CHL","Chile","2017","2017",199,,
"WAITCOBW","Coronary bypass","WTPAMEQT","Waiting times of patients on the list: Mean (days)","CHL","Chile","2018","2018",247,,
"WAITCOBW","Coronary bypass","WTPAMEQT","Waiting times of patients on the list: Mean (days)","CHL","Chile","2019","2019",173,,
